task_key,attack_leaf,opinion_leaf,outcome_metric,term,estimate,n_obs,alpha,cv_mse
ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,Intercept,4.272239314907694,100,56.23413251903491,1692.0836763937746
ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cat__profile_cat_sex_Female,5.221456240092873,100,56.23413251903491,1692.0836763937746
ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cat__profile_cat_sex_Male,-6.4817959102876035,100,56.23413251903491,1692.0836763937746
ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cat__profile_cat_sex_Other,1.2603396701947283,100,56.23413251903491,1692.0836763937746
ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cont_age_years,-5.325507014270591,100,56.23413251903491,1692.0836763937746
ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cont_big_five_agreeableness_altruism_pct,-0.2674275299491345,100,56.23413251903491,1692.0836763937746
ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cont_big_five_agreeableness_compliance_pct,0.10853758365654831,100,56.23413251903491,1692.0836763937746
ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cont_big_five_agreeableness_mean_pct,0.1148428492070066,100,56.23413251903491,1692.0836763937746
ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cont_big_five_agreeableness_modesty_pct,1.561320318577541,100,56.23413251903491,1692.0836763937746
ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cont_big_five_agreeableness_straightforwardness_pct,1.1505978989249397,100,56.23413251903491,1692.0836763937746
ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cont_big_five_agreeableness_tender_mindedness_pct,-2.371813563157333,100,56.23413251903491,1692.0836763937746
ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cont_big_five_agreeableness_trust_pct,0.5441809069048675,100,56.23413251903491,1692.0836763937746
