term,moderator_label,ontology_group,weighted_mean_estimate,weighted_mean_abs_estimate,direction,n_tasks,normalized_weight_pct,estimate,mean_abs_estimate
profile_cat__profile_cat_sex_Other,Sex Other,Demographics: Sex,1.0952381595001301,1.1889943684978248,higher_effectivity,16,5.220902265905567,1.0952381595001301,1.1889943684978248
profile_cont_big_five_conscientiousness_achievement_striving_pct,Big Five Conscientiousness Achievement Striving %,Personality: Conscientiousness,-1.0127171084229047,1.0506977991328192,lower_effectivity,16,4.613638773752159,-1.0127171084229047,1.0506977991328192
profile_cont_big_five_extraversion_assertiveness_pct,Big Five Extraversion Assertiveness %,Personality: Extraversion,0.5536255383250481,1.028395438148874,higher_effectivity,16,4.515708581582089,0.5536255383250481,1.028395438148874
profile_cont_big_five_openness_to_experience_actions_pct,Big Five Openness To Experience Actions %,Personality: Openness,-0.5001841063407617,0.9718128839445519,lower_effectivity,16,4.267253253884201,-0.5001841063407617,0.9718128839445519
profile_cont_big_five_openness_to_experience_ideas_pct,Big Five Openness To Experience Ideas %,Personality: Openness,0.8607802764182252,0.9338178558927978,higher_effectivity,16,4.1004161911492725,0.8607802764182252,0.9338178558927978
profile_cont_big_five_conscientiousness_competence_pct,Big Five Conscientiousness Competence %,Personality: Conscientiousness,0.3644639404253699,0.8649199586416593,higher_effectivity,16,3.7978839021788424,0.3644639404253699,0.8649199586416593
profile_cont_big_five_agreeableness_compliance_pct,Big Five Agreeableness Compliance %,Personality: Agreeableness,-0.4972160972240675,0.8494086311532937,lower_effectivity,16,3.7297732979768017,-0.4972160972240675,0.8494086311532937
profile_cont_big_five_neuroticism_anger_hostility_pct,Big Five Neuroticism Anger Hostility %,Personality: Neuroticism,-0.5250028690633977,0.7898001858206256,lower_effectivity,16,3.4680312110923888,-0.5250028690633977,0.7898001858206256
profile_cat__profile_cat_sex_Male,Sex Male,Demographics: Sex,-0.5910381448702405,0.7767750891145958,lower_effectivity,16,3.4108377047917116,-0.5910381448702405,0.7767750891145958
profile_cont_big_five_agreeableness_trust_pct,Big Five Agreeableness Trust %,Personality: Agreeableness,0.1762417195089533,0.7735992994141025,higher_effectivity,16,3.3968927374456572,0.1762417195089533,0.7735992994141025
profile_cont_big_five_neuroticism_self_consciousness_pct,Big Five Neuroticism Self Consciousness %,Personality: Neuroticism,0.6899777609246476,0.7554394964853659,higher_effectivity,16,3.3171526152289106,0.6899777609246476,0.7554394964853659
profile_cont_big_five_conscientiousness_deliberation_pct,Big Five Conscientiousness Deliberation %,Personality: Conscientiousness,-0.002207544947805909,0.6918309527727355,lower_effectivity,16,3.0378460021792693,-0.002207544947805909,0.6918309527727355
profile_cont_big_five_openness_to_experience_fantasy_pct,Big Five Openness To Experience Fantasy %,Personality: Openness,-0.5895323526162823,0.65975848533151,lower_effectivity,16,2.8970150425266765,-0.5895323526162823,0.65975848533151
profile_cat__profile_cat_sex_Female,Sex Female,Demographics: Sex,-0.5042000146298763,0.6397225382679881,lower_effectivity,16,2.8090367272419163,-0.5042000146298763,0.6397225382679881
profile_cont_big_five_extraversion_activity_level_pct,Big Five Extraversion Activity Level %,Personality: Extraversion,-0.6042359912376076,0.6313378356190548,lower_effectivity,16,2.7722193004999665,-0.6042359912376076,0.6313378356190548
profile_cont_big_five_agreeableness_modesty_pct,Big Five Agreeableness Modesty %,Personality: Agreeableness,0.4450844585175103,0.6157449250369187,higher_effectivity,16,2.7037504630123763,0.4450844585175103,0.6157449250369187
profile_cont_big_five_neuroticism_depression_pct,Big Five Neuroticism Depression %,Personality: Neuroticism,0.5203862239613615,0.6087343492050726,higher_effectivity,16,2.672966859476869,0.5203862239613615,0.6087343492050726
profile_cont_chronological_age,Chronological Age,Other,-0.42905980482707096,0.60704629143129,lower_effectivity,16,2.6655545580483464,-0.42905980482707096,0.60704629143129
profile_cont_big_five_extraversion_excitement_seeking_pct,Big Five Extraversion Excitement Seeking %,Personality: Extraversion,-0.5593004969696843,0.6058839717497252,lower_effectivity,16,2.6604507849607963,-0.5593004969696843,0.6058839717497252
profile_cont_big_five_extraversion_warmth_pct,Big Five Extraversion Warmth %,Personality: Extraversion,-0.3454933338044787,0.587994949154057,lower_effectivity,16,2.58189966556184,-0.3454933338044787,0.587994949154057
profile_cont_big_five_conscientiousness_order_pct,Big Five Conscientiousness Order %,Personality: Conscientiousness,-0.38957946986583136,0.5830269019406539,lower_effectivity,16,2.5600848532794633,-0.38957946986583136,0.5830269019406539
profile_cont_big_five_conscientiousness_self_discipline_pct,Big Five Conscientiousness Self Discipline %,Personality: Conscientiousness,-0.39005483518414796,0.56830716937499,lower_effectivity,16,2.495450161020415,-0.39005483518414796,0.56830716937499
profile_cont_big_five_openness_to_experience_values_pct,Big Five Openness To Experience Values %,Personality: Openness,-0.0850563605821193,0.5636557997055582,lower_effectivity,16,2.475025887289513,-0.0850563605821193,0.5636557997055582
profile_cont_big_five_agreeableness_tender_mindedness_pct,Big Five Agreeableness Tender Mindedness %,Personality: Agreeableness,-0.3088113476532149,0.5069275665286397,lower_effectivity,16,2.225930879793071,-0.3088113476532149,0.5069275665286397
profile_cont_big_five_extraversion_gregariousness_pct,Big Five Extraversion Gregariousness %,Personality: Extraversion,-0.4429453261731284,0.4983843865357933,lower_effectivity,16,2.1884175753027875,-0.4429453261731284,0.4983843865357933
profile_cont_big_five_neuroticism_anxiety_pct,Big Five Neuroticism Anxiety %,Personality: Neuroticism,-0.27535976791068806,0.4781499408664801,lower_effectivity,16,2.099567647966522,-0.27535976791068806,0.4781499408664801
profile_cont_big_five_agreeableness_straightforwardness_pct,Big Five Agreeableness Straightforwardness %,Personality: Agreeableness,0.28214560120543697,0.44896767098954715,higher_effectivity,16,1.9714276138659101,0.28214560120543697,0.44896767098954715
profile_cont_big_five_neuroticism_stress_vulnerability_pct,Big Five Neuroticism Stress Vulnerability %,Personality: Neuroticism,0.10451115478499448,0.42228961881890553,higher_effectivity,16,1.8542836586732372,0.10451115478499448,0.42228961881890553
profile_cont_big_five_extraversion_positive_emotions_pct,Big Five Extraversion Positive Emotions %,Personality: Extraversion,0.11861673176568827,0.4204527921900253,higher_effectivity,16,1.846218109699349,0.11861673176568827,0.4204527921900253
