task_key,attack_leaf,opinion_leaf,outcome_metric,n_obs,alpha,cv_mse,reliability_weight
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,100,1000.0,1934.0082556349103,0.025962548880534665
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,adversarial_effectivity,100,1000.0,1041.5804757390774,0.04820730134812676
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,adversarial_effectivity,100,10.0,419.52369428042414,0.11968759942964186
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,adversarial_effectivity,100,1000.0,1878.3437249300575,0.026731946451466777
ATTACK_VECTORS > Manipulative_Persuasion > Fear_Appeal_Scapegoating_Post || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Manipulative_Persuasion > Fear_Appeal_Scapegoating_Post,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,100,1000.0,1827.949387785972,0.027468913640489732
ATTACK_VECTORS > Manipulative_Persuasion > Fear_Appeal_Scapegoating_Post || Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,ATTACK_VECTORS > Manipulative_Persuasion > Fear_Appeal_Scapegoating_Post,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,adversarial_effectivity,100,1000.0,1168.417743202235,0.04297417097986337
ATTACK_VECTORS > Manipulative_Persuasion > Fear_Appeal_Scapegoating_Post || Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,ATTACK_VECTORS > Manipulative_Persuasion > Fear_Appeal_Scapegoating_Post,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,adversarial_effectivity,100,316.22776601683796,583.3132782054728,0.08608030324074294
ATTACK_VECTORS > Manipulative_Persuasion > Fear_Appeal_Scapegoating_Post || Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,ATTACK_VECTORS > Manipulative_Persuasion > Fear_Appeal_Scapegoating_Post,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,adversarial_effectivity,100,1000.0,1342.9382498556865,0.03738949566569776
ATTACK_VECTORS > Manipulative_Persuasion > Pseudo_Expert_Authority_Cue || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Manipulative_Persuasion > Pseudo_Expert_Authority_Cue,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,100,562.341325190349,676.3713410911057,0.07423700683603554
ATTACK_VECTORS > Manipulative_Persuasion > Pseudo_Expert_Authority_Cue || Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,ATTACK_VECTORS > Manipulative_Persuasion > Pseudo_Expert_Authority_Cue,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,adversarial_effectivity,100,1000.0,622.7944673031923,0.08062336213374638
ATTACK_VECTORS > Manipulative_Persuasion > Pseudo_Expert_Authority_Cue || Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,ATTACK_VECTORS > Manipulative_Persuasion > Pseudo_Expert_Authority_Cue,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,adversarial_effectivity,100,1000.0,336.83358740944516,0.14907000296037268
ATTACK_VECTORS > Manipulative_Persuasion > Pseudo_Expert_Authority_Cue || Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,ATTACK_VECTORS > Manipulative_Persuasion > Pseudo_Expert_Authority_Cue,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,adversarial_effectivity,100,1000.0,422.64649565234885,0.11880326558671157
ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,100,1000.0,1945.324310245224,0.025811523357742512
ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing || Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,adversarial_effectivity,100,1000.0,1425.9138895790563,0.0352137560614561
ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing || Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,adversarial_effectivity,100,1000.0,700.2942610328666,0.07170097866891183
ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing || Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,adversarial_effectivity,100,17.78279410038923,1671.618510196478,0.030037824758459494
