moderator_column,moderator_label,role,interaction_estimate,interaction_std_error,interaction_p_value,interaction_conf_low,interaction_conf_high,moderator_main_estimate,moderator_main_p_value
profile_cont_age_years,Age Years,exploratory,-5.94679354553612,1.4998542921835525,7.342235903230108e-05,-8.886453940273697,-3.007133150798542,-4.948927039519474,0.0008602500340546
profile_cont_big_five_agreeableness_tender_mindedness_pct,Big Five Agreeableness Tender Mindedness %,exploratory,3.8438609600515616,0.9980566773932072,0.0001174706951565,1.887705817831164,5.800016102271959,5.8607494580431325,0.0090887465493316
profile_cont_big_five_conscientiousness_dutifulness_pct,Big Five Conscientiousness Dutifulness %,exploratory,4.224540863286081,1.3115333965867322,0.0012771295540916,1.6539826414545984,6.795099085117563,5.351921453019728,0.0650571919888636
profile_cont_big_five_agreeableness_modesty_pct,Big Five Agreeableness Modesty %,exploratory,3.583647926346242,1.1284964747214012,0.0014952947699232,1.37183547921188,5.795460373480604,5.648201752045825,1.3258135348425756e-05
profile_cont_big_five_conscientiousness_order_pct,Big Five Conscientiousness Order %,exploratory,-5.040905855443784,2.0970069901649535,0.0162230984350432,-9.150964031495832,-0.9308476793917356,-5.440147439029199,4.934936941622031e-05
profile_cont_big_five_extraversion_gregariousness_pct,Big Five Extraversion Gregariousness %,exploratory,-5.001822298717718,2.4352225598091413,0.0399806536218007,-9.774770810283073,-0.2288737871523629,-7.447055594468052,0.0026714223569912
profile_cont_big_five_openness_to_experience_feelings_pct,Big Five Openness To Experience Feelings %,exploratory,5.910982382509164,3.189703120440172,0.0638615786908802,-0.3407208549285991,12.162685619946927,6.475854373394831,0.0112297990129973
profile_cont_big_five_openness_to_experience_ideas_pct,Big Five Openness To Experience Ideas %,exploratory,-8.389098424823079,4.779431022460422,0.0792164788966418,-17.756611095438952,0.9784142457927948,6.848141053496221,0.0081463419403268
profile_cont_big_five_conscientiousness_deliberation_pct,Big Five Conscientiousness Deliberation %,exploratory,-4.76726024153519,2.766459363522197,0.0848459949684079,-10.189420958732295,0.6549004756619166,-7.560250987527492,0.0051868317850756
profile_cont_big_five_conscientiousness_competence_pct,Big Five Conscientiousness Competence %,exploratory,-5.493780283248124,3.211655668601814,0.0871594599517273,-11.788509724451586,0.8009491579553387,-5.669318838978738,0.3942201726492375
profile_cont_big_five_openness_to_experience_aesthetics_pct,Big Five Openness To Experience Aesthetics %,exploratory,-12.378949613509976,7.253372594956617,0.0878876059410869,-26.595298666074783,1.8373994390548256,4.410598851573571,0.2295484288089109
profile_cont_big_five_conscientiousness_self_discipline_pct,Big Five Conscientiousness Self Discipline %,exploratory,11.201756370390555,6.978372602061163,0.108447506516422,-2.4756026003503866,24.879115341131495,-5.437423481611021,0.0897982452014017
profile_cont_big_five_conscientiousness_mean_pct,Big Five Conscientiousness Mean %,exploratory,-3.745339816839239,2.366096669703781,0.1134398849156875,-8.382804073398814,0.8921244397203361,-7.906651751423024,0.0131258750119395
profile_cont_big_five_agreeableness_altruism_pct,Big Five Agreeableness Altruism %,exploratory,3.561874829038088,2.251089938772327,0.1135836126714701,-0.8501803769161485,7.973930034992325,5.685754872830527,7.798439932043952e-08
profile_cont_big_five_agreeableness_mean_pct,Big Five Agreeableness Mean %,exploratory,3.651690843241852,2.614896848977631,0.1625654313569617,-1.473412804041578,8.776794490525281,5.851022899281663,0.0200985390988077
profile_cont_big_five_conscientiousness_achievement_striving_pct,Big Five Conscientiousness Achievement Striving %,exploratory,8.533984340459579,6.232119726041186,0.1708883317670165,-3.6807458699227737,20.74871455084193,3.1952094132187177,0.4779626889363509
profile_cont_big_five_agreeableness_straightforwardness_pct,Big Five Agreeableness Straightforwardness %,exploratory,3.54760130054976,2.7220149026617193,0.1924724516403011,-1.787449874048511,8.882652475148031,5.743517550902289,0.0328950238456137
profile_cont_big_five_openness_to_experience_actions_pct,Big Five Openness To Experience Actions %,exploratory,-1.390933403463371,1.0912063173353874,0.2024243020372876,-3.5296584851433153,0.7477916782165739,8.264697210977657,0.8812624670195932
profile_cont_big_five_openness_to_experience_fantasy_pct,Big Five Openness To Experience Fantasy %,exploratory,2.6490877560264723,2.7670053752490644,0.3383732739680531,-2.774143124490432,8.072318636543375,8.125987182173944,0.7950328773463917
profile_cont_big_five_extraversion_warmth_pct,Big Five Extraversion Warmth %,exploratory,7.594481596807555,8.167040817418771,0.3524260115312644,-8.4126242656018,23.60158745921691,3.877909653191378,0.5437265506056486
profile_cont_resilience_index,Resilience Index,exploratory,-8.849140597466514,10.687550518340377,0.4076785136235823,-29.79635469636604,12.098073501433008,-2.9556700798694484,0.6241089304639287
profile_cat__profile_cat_sex_Other,Sex Other,exploratory,11.325215429868598,15.262996490304769,0.4580844761326011,-18.58970798729,41.24013884702719,0.8290354258986794,0.8681621474063886
profile_cat__profile_cat_sex_Female,Sex Female,exploratory,-11.325215429868596,16.15848575269493,0.4833757463140378,-42.995265549854246,20.344834690117057,-0.8290354258986912,0.8856373258889343
profile_cont_big_five_agreeableness_compliance_pct,Big Five Agreeableness Compliance %,exploratory,6.439501527491889,10.383788763781354,0.5351593580445324,-13.912350472591257,26.791353527575033,4.648221207574818,0.6257621671640171
profile_cont_big_five_extraversion_mean_pct,Big Five Extraversion Mean %,exploratory,8.248927254307079,15.878527421861454,0.6034106965453611,-22.87241462007301,39.37026912868717,3.4073086805859027,0.8073300266033276
profile_cont_big_five_agreeableness_trust_pct,Big Five Agreeableness Trust %,exploratory,3.686963379670606,7.32857885063099,0.6148982490853657,-10.67678722542808,18.050713984769292,5.858482273578999,0.8677112457453824
profile_cont_big_five_extraversion_assertiveness_pct,Big Five Extraversion Assertiveness %,exploratory,7.798756996416054,17.883361399695374,0.6627713542305074,-27.251987269500688,42.849501262332794,3.733492510486534,0.7177731308614062
profile_cont_big_five_neuroticism_impulsiveness_pct,Big Five Neuroticism Impulsiveness %,exploratory,5.9833851347125195,14.999728668153908,0.6899672149430867,-23.41554283274209,35.38231310216713,4.927274829028728,0.7252692985903062
profile_cont_big_five_extraversion_positive_emotions_pct,Big Five Extraversion Positive Emotions %,exploratory,7.169691094786222,19.845972544611342,0.7179000060979188,-31.727700330822746,46.06708252039519,4.170732415781602,0.8091882612300618
profile_cont_big_five_neuroticism_mean_pct,Big Five Neuroticism Mean %,exploratory,8.222345088302045,25.62911148839651,0.7483464017080761,-42.00979038471685,58.45448056132095,3.426868393594302,0.8340239289194301
profile_cont_big_five_neuroticism_stress_vulnerability_pct,Big Five Neuroticism Stress Vulnerability %,exploratory,6.740999844129046,22.246292975514873,0.7618770813719199,-36.860933177406494,50.342932865664594,4.455302098037733,0.8084004416788146
profile_cont_big_five_neuroticism_anger_hostility_pct,Big Five Neuroticism Anger Hostility %,exploratory,11.704478673727584,44.383846544309826,0.792003137561733,-75.28626204847221,98.69521939592735,0.4360082682672263,0.9840577812308288
profile_cont_big_five_neuroticism_anxiety_pct,Big Five Neuroticism Anxiety %,exploratory,10.650518313077276,49.92194341707343,0.8310591060884078,-87.19469282263309,108.49572944878764,1.466216605965655,0.9625731944651796
profile_cont_big_five_neuroticism_depression_pct,Big Five Neuroticism Depression %,exploratory,4.910287999746206,28.260695752966665,0.8620621601354901,-50.47965785411252,60.30023385360494,5.504296260197717,0.8399427961558507
profile_cont_big_five_neuroticism_self_consciousness_pct,Big Five Neuroticism Self Consciousness %,exploratory,11.996687545033195,75.15685916976643,0.8731788542928712,-135.30804961885792,159.30142470892434,0.1069355452604009,0.9975373982953638
profile_cont_big_five_openness_to_experience_values_pct,Big Five Openness To Experience Values %,exploratory,1.1701259174186207,12.956574549018796,0.9280397900651532,-24.22429356166651,26.56454539650375,8.275203794955928,0.9659357603190124
profile_cont_big_five_extraversion_activity_level_pct,Big Five Extraversion Activity Level %,exploratory,6.382018109968196,95.7982913741748,0.9468847557897287,-181.37918276388856,194.14321898382497,4.684273344061326,0.955251740324222
profile_cont_big_five_extraversion_excitement_seeking_pct,Big Five Extraversion Excitement Seeking %,exploratory,6.793126309462135,108.57929835176218,0.9501139091160052,-206.018387926621,219.6046405455453,4.421322985376752,0.963453079512617
profile_cont_big_five_openness_to_experience_mean_pct,Big Five Openness To Experience Mean %,exploratory,-1.6652847024306423,inf,1.0,-inf,inf,8.246928972978184,1.0
profile_cont_susceptibility_index,Susceptibility Index,primary,8.849140597466507,13.811467642131063,0.5217113433777045,-18.22083855475072,35.91911974968374,2.9556700798694666,0.7026594503897187
