lhs,op,rhs,estimate,std_error,z_value,p_value
delta_score,~,attack_present,1.246807372839827,3.423836634921808,0.3641550417804723,0.7157422368809052
delta_score,~,baseline_score,0.0011642432554634765,0.0031968596031015394,0.3641834173667695,0.7157210490252417
delta_score,~,moderator_z,-0.6234972581409501,1.7119183174608719,-0.36420970076735965,0.7157014235856269
delta_score,~,attack_x_moderator,-1.2468073728399662,3.4238366349211264,-0.3641550417805855,0.7157422368808208
post_score,~,baseline_score,0.9946685351952834,4.3702494542593895,0.2275999449472201,0.8199572627544716
post_score,~,attack_present,0.0066220384352149225,4680.537165511897,1.4148030879893009e-06,0.9999988711504595
post_score,~,moderator_z,-0.013244014665067309,2340.26858275592,-5.659185771519883e-06,0.9999954846230461
post_score,~,attack_x_moderator,-0.006622038435215142,4680.537165511873,-1.4148030879893549e-06,0.9999988711504595
delta_score,~~,delta_score,0.07744069207221738,0.07744069207221983,0.9999999999870551,0.3173105078691787
post_score,~~,post_score,144721.9989683494,144721.99896834927,1.0000000000000009,0.3173105078629137
