moderator_column,moderator_label,role,interaction_estimate,interaction_std_error,interaction_p_value,interaction_conf_low,interaction_conf_high,moderator_main_estimate,moderator_main_p_value
profile_cat__profile_cat_sex_Female,Sex Female,exploratory,-11.08095439905052,5.793775525591257,0.0558041595393185,-22.436545763719007,0.2746369656179652,4.647271872767309,0.2254884456057848
profile_cat__profile_cat_sex_Male,Sex Male,exploratory,15.860474486313445,9.705902816500238,0.1022365853143014,-3.1627454714728955,34.88369444409978,-6.0293513794786655,0.1212748896946251
profile_cont_age_years,Age Years,exploratory,-15.293573151842216,9.396395633539678,0.1036097377449569,-33.710170178069404,3.123023874384973,-0.5826351691548481,0.7953468227398339
profile_cont_big_five_extraversion_positive_emotions_pct,Big Five Extraversion Positive Emotions %,exploratory,-9.50064554983705,9.239652110073338,0.3038336047580422,-27.610030915260307,8.608739815586208,-1.0307064526596648,0.6953579476322089
profile_cont_big_five_extraversion_assertiveness_pct,Big Five Extraversion Assertiveness %,exploratory,-6.742682454545498,8.13662358233507,0.4072837511725177,-22.69017163168151,9.204806722590511,-0.843123286131346,0.7912317287081567
profile_cont_big_five_extraversion_activity_level_pct,Big Five Extraversion Activity Level %,exploratory,-7.070727098717516,8.714652292876885,0.4171585140379368,-24.15113173054561,10.00967753311058,-1.3752195810470855,0.5689045369950672
profile_cont_big_five_extraversion_mean_pct,Big Five Extraversion Mean %,exploratory,-6.72243037119398,8.628052365794934,0.4358993214009073,-23.63310226487766,10.1882415224897,-1.1413797605760072,0.6820749610619573
profile_cont_big_five_conscientiousness_order_pct,Big Five Conscientiousness Order %,exploratory,5.524826554859025,7.153408549610601,0.4399161432762416,-8.495596569078657,19.545249678796708,1.73366173067026,0.5911873841465326
profile_cat__profile_cat_sex_Other,Sex Other,exploratory,-6.581050747425188,9.002153553616116,0.4647468224026557,-24.22494749581204,11.062846000961663,1.8421551770798388,0.6226170485155675
profile_cont_big_five_openness_to_experience_fantasy_pct,Big Five Openness To Experience Fantasy %,exploratory,-7.125023430088884,10.089440212678165,0.4800723520006362,-26.89996287110823,12.64991601093046,0.7032818355213664,0.8050771621096594
profile_cont_big_five_extraversion_excitement_seeking_pct,Big Five Extraversion Excitement Seeking %,exploratory,-4.8010369808421665,7.1304632846676235,0.5007478846976384,-18.776488211875883,9.17441425019155,-0.5422190262603497,0.8450917623145066
profile_cont_big_five_conscientiousness_competence_pct,Big Five Conscientiousness Competence %,exploratory,5.288482162342238,7.935665346218832,0.5051429994731123,-10.265136109609251,20.842100434293727,2.4077439637739992,0.5873043025998372
profile_cont_big_five_extraversion_gregariousness_pct,Big Five Extraversion Gregariousness %,exploratory,-5.784108913709254,8.899767430773707,0.51574592615403,-23.22733254880829,11.65911472138978,-0.6578590459948321,0.8120507865853404
profile_cont_big_five_conscientiousness_dutifulness_pct,Big Five Conscientiousness Dutifulness %,exploratory,4.345009413137642,6.970455976784705,0.5330568396561627,-9.316833257182342,18.006852083457627,2.296851610987657,0.4677100828581545
profile_cont_big_five_neuroticism_impulsiveness_pct,Big Five Neuroticism Impulsiveness %,exploratory,-4.067944013879732,6.66410179896505,0.541579350290269,-17.12934352915981,8.99345550140035,2.691699335130906,0.5076788694639103
