profile_id,mean_abs_delta_score,mean_signed_delta_score,profile_moderator_linear_score,profile_moderator_linear_score_z,predicted_mean_abs_delta_from_moderators,susceptibility_index_pct,observed_effectivity_pct,contribution__profile_cont_age_years_z,contribution__profile_cont_big_five_neuroticism_mean_pct_z,contribution__profile_cont_big_five_openness_to_experience_mean_pct_z,contribution__profile_cont_big_five_conscientiousness_mean_pct_z,contribution__profile_cont_big_five_extraversion_mean_pct_z,contribution__profile_cont_big_five_agreeableness_mean_pct_z,contribution__profile_cont_resilience_index_z,contribution__profile_cat__profile_cat_sex_Female,contribution__profile_cat__profile_cat_sex_Other,group_contribution__demographics__age,group_contribution__personality__neuroticism,group_contribution__personality__openness,group_contribution__personality__conscientiousness,group_contribution__personality__extraversion,group_contribution__personality__agreeableness,group_contribution__composite__resilience,group_contribution__demographics__sex
profile_0012,54.25,43.75,4.529754748145109,2.0662514587331273,46.12629823047643,100.0,92.0,1.9025476661210965,0.6976874641840938,0.0365238470884039,-0.0862261054968924,0.512698885227388,-0.3356793988205035,0.2807350313660231,1.5214673584755,-0.0,1.9025476661210965,0.6976874641840938,0.0365238470884039,-0.0862261054968924,0.512698885227388,-0.3356793988205035,0.2807350313660231,1.5214673584755
profile_0105,46.75,26.75,4.188657992872949,1.9089774653717644,45.78520147520427,98.0,78.0,1.2825367879624523,0.9758403682697796,0.0119847348065339,0.0288106019985482,-0.1366806132769715,0.4008028772033185,0.1038958774337885,1.5214673584755,-0.0,1.2825367879624523,0.9758403682697796,0.0119847348065339,0.0288106019985482,-0.1366806132769715,0.4008028772033185,0.1038958774337885,1.5214673584755
profile_0215,54.5,36.0,3.7273849661064817,1.696292208686866,45.323928448437805,96.0,94.0,0.839671874991992,0.4201277854615309,-0.0233189170066125,-0.0694235647565741,0.3359823658559177,0.3945478451493047,0.3083302179354226,1.5214673584755,-0.0,0.839671874991992,0.4201277854615309,-0.0233189170066125,-0.0694235647565741,0.3359823658559177,0.3945478451493047,0.3083302179354226,1.5214673584755
profile_0085,46.5,46.5,3.4048917041250797,1.5475959740848153,45.0014351864564,94.0,76.0,1.3711097705565445,0.4664342593947519,-0.0451477758003577,0.0079125156136702,0.2069444784948877,-0.2178365048563371,0.0940076022464204,1.5214673584755,-0.0,1.3711097705565445,0.4664342593947519,-0.0451477758003577,0.0079125156136702,0.2069444784948877,-0.2178365048563371,0.0940076022464204,1.5214673584755
profile_0166,56.5,56.5,3.2504637097319233,1.476391815764344,44.847007192063245,92.0,98.0,1.7254017009329123,0.6136937318877383,0.0137635298441689,0.0230768380961646,-0.2544426976576425,-0.3742839287111146,-0.0182128231358038,1.5214673584755,-0.0,1.7254017009329123,0.6136937318877383,0.0137635298441689,0.0230768380961646,-0.2544426976576425,-0.3742839287111146,-0.0182128231358038,1.5214673584755
profile_0249,63.5,63.5,2.6335866940324673,1.1919601693991275,44.23013017636379,90.0,100.0,2.256839596497465,0.686206808627176,0.0275243371989423,0.0661399782235901,-0.4533772193513585,0.228288138186895,-0.178034945350242,0.0,-0.0,2.256839596497465,0.686206808627176,0.0275243371989423,0.0661399782235901,-0.4533772193513585,0.228288138186895,-0.178034945350242,0.0
profile_0169,29.75,29.75,2.304813394266122,1.0403683146962344,43.90135687659744,88.0,10.0,1.5482557357447282,0.7733062501775297,-0.0637601204374854,-0.0357163401711332,-0.338364028951698,0.0918353301536307,0.3292565677505504,0.0,-0.0,1.5482557357447282,0.7733062501775297,-0.0637601204374854,-0.0357163401711332,-0.338364028951698,0.0918353301536307,0.3292565677505504,0.0
profile_0015,44.0,44.0,2.3033033609385813,1.0396720636535013,43.8998468432699,86.0,65.0,-0.6660688291075723,1.07218714636294,-0.0703797463385034,0.0929466503633052,-0.041376725838246,0.1995675139083512,0.1949599931128066,1.5214673584755,-0.0,-0.6660688291075723,1.07218714636294,-0.0703797463385034,0.0929466503633052,-0.041376725838246,0.1995675139083512,0.1949599931128066,1.5214673584755
profile_0041,37.25,0.25,2.269604603859244,1.0241341319222157,43.86614808619056,84.0,31.0,2.9654234572502007,-1.3477535878654077,0.0607677681043551,-0.0420276054737569,-0.51853668201774,0.1907221346105952,-0.5604582392245023,1.5214673584755,-0.0,2.9654234572502007,-1.3477535878654077,0.0607677681043551,-0.0420276054737569,-0.51853668201774,0.1907221346105952,-0.5604582392245023,1.5214673584755
profile_0151,50.0,-8.5,2.211999339292914,0.9975733105219776,43.80854282162424,82.0,86.0,-0.6660688291075723,1.545162238820271,0.0573600678946813,0.0812414434108202,-0.2912858834905074,-0.2133600983291327,0.1774830416188537,1.5214673584755,-0.0,-0.6660688291075723,1.545162238820271,0.0573600678946813,0.0812414434108202,-0.2912858834905074,-0.2133600983291327,0.1774830416188537,1.5214673584755
profile_0083,39.0,19.0,2.145977038295787,0.9671315347846532,43.74252052062711,80.0,38.0,0.7510988923979002,-0.3237070286760283,-0.0476056636984483,0.0301188194562348,0.0015380462148121,0.3743144876463405,-0.1612478735205242,1.5214673584755,-0.0,0.7510988923979002,-0.3237070286760283,-0.0476056636984483,0.0301188194562348,0.0015380462148121,0.3743144876463405,-0.1612478735205242,1.5214673584755
profile_0142,54.0,-2.5,1.7735844943738803,0.7954275781349803,43.3701279767052,78.0,90.0,0.573952927209716,1.559329856316042,0.0106571388541116,0.095390227716702,0.4341685887310426,0.4353368614251917,0.1298813447866397,0.0,-1.4651324506655654,0.573952927209716,1.559329856316042,0.0106571388541116,0.095390227716702,0.4341685887310426,0.4353368614251917,0.1298813447866397,-1.4651324506655654
profile_0222,48.5,28.5,1.6725238904390711,0.7488302285364578,43.269067372770394,76.0,83.0,1.19396380536836,-0.3534031924417941,-0.020677490497588,-0.0124984267329099,-0.5460389659733844,0.0042768184815115,-0.1145660162406235,1.5214673584755,-0.0,1.19396380536836,-0.3534031924417941,-0.020677490497588,-0.0124984267329099,-0.5460389659733844,0.0042768184815115,-0.1145660162406235,1.5214673584755
profile_0171,41.5,41.5,1.444803507143947,0.6438321788715518,43.041346989475265,74.0,47.0,0.1310880142392559,1.3419999997553027,0.0371585847845505,0.0520128011129554,0.0643222509752718,-0.3631705034395751,0.1813923597161852,0.0,-0.0,0.1310880142392559,1.3419999997553027,0.0371585847845505,0.0520128011129554,0.0643222509752718,-0.3631705034395751,0.1813923597161852,0.0
profile_0058,45.25,-6.25,1.2057263729929957,0.5335977218497926,42.80226985532432,72.0,71.0,-1.0203607594839403,1.1127707403224998,-0.0204205364422805,0.0490035081021806,0.504598988885284,0.2966398815862889,0.283494550022963,0.0,-0.0,-1.0203607594839403,1.1127707403224998,-0.0204205364422805,0.0490035081021806,0.504598988885284,0.2966398815862889,0.283494550022963,0.0
