moderator_column,moderator_label,role,interaction_estimate,interaction_std_error,interaction_p_value,interaction_conf_low,interaction_conf_high,moderator_main_estimate,moderator_main_p_value
profile_cont_big_five_neuroticism_stress_vulnerability_pct,Big Five Neuroticism Stress Vulnerability %,exploratory,-28.691555897279496,13.27398801952534,0.0306577205879299,-54.70809434676532,-2.675017447793671,-1.2401174158272077,0.83224033274755
profile_cont_resilience_index,Resilience Index,exploratory,21.707428836244496,10.847650477278975,0.0453796729186211,0.4464245838989775,42.96843308859002,1.3376679797383717,0.8489721613592143
profile_cont_big_five_neuroticism_anxiety_pct,Big Five Neuroticism Anxiety %,exploratory,-24.359279143500896,13.84054917468844,0.0784088773171726,-51.4862570521458,2.767698765144015,-2.3523808299141726,0.7152217935346938
profile_cont_big_five_neuroticism_depression_pct,Big Five Neuroticism Depression %,exploratory,-26.793738586716053,15.87116341911063,0.0913723535225563,-57.90064728092247,4.313170107490365,0.1306408938638013,0.9822254227322867
profile_cont_big_five_neuroticism_mean_pct,Big Five Neuroticism Mean %,exploratory,-26.73348101714288,16.396698954003533,0.1030130811285874,-58.87042043233538,5.403458398049622,-1.195791141735943,0.8660013326830251
profile_cont_big_five_neuroticism_anger_hostility_pct,Big Five Neuroticism Anger Hostility %,exploratory,-30.993306462000668,19.55613150254689,0.1130030749928517,-69.32261988392175,7.336006959920411,-1.1094826526896535,0.8840543861994662
profile_cont_big_five_neuroticism_self_consciousness_pct,Big Five Neuroticism Self Consciousness %,exploratory,-17.653113885177884,18.60319088223076,0.3426565444694359,-54.11469801187408,18.80847024151832,-3.334264269412868,0.6787534458629512
profile_cont_big_five_conscientiousness_deliberation_pct,Big Five Conscientiousness Deliberation %,exploratory,18.011670251283252,23.934079218460003,0.451718390666139,-28.898263020026913,64.92160352259341,-0.4515646546316186,0.951071106468621
profile_cont_big_five_neuroticism_impulsiveness_pct,Big Five Neuroticism Impulsiveness %,exploratory,-16.30944030676802,22.330286276350417,0.4651621593556713,-60.07599717288387,27.457116559347828,1.2612990140450626,0.8277854431034638
profile_cat__profile_cat_sex_Other,Sex Other,exploratory,-16.48415490450869,24.7657259788983,0.5056645425355755,-65.02408587413733,32.05577606511996,-0.1021727129701943,0.9719554681448264
profile_cont_big_five_conscientiousness_dutifulness_pct,Big Five Conscientiousness Dutifulness %,exploratory,10.47509309766309,19.460006513392702,0.5903780532914809,-27.665818807501473,48.616005002827656,-1.851788134594692,0.7771069196090975
profile_cont_big_five_openness_to_experience_ideas_pct,Big Five Openness To Experience Ideas %,exploratory,13.398234624571808,25.83428207581298,0.6040241595398479,-37.2360278104703,64.03249705961392,-2.9916116869037923,0.777611813312726
profile_cont_big_five_agreeableness_compliance_pct,Big Five Agreeableness Compliance %,exploratory,13.105440253629396,25.337073763516095,0.604986091940932,-36.55431179649688,62.76519230375567,4.097694619717327,0.4557692026156748
profile_cont_big_five_extraversion_warmth_pct,Big Five Extraversion Warmth %,exploratory,-14.11125280536709,29.01775899261987,0.6267565165247188,-70.98501534296531,42.76250973223114,4.453801931385193,0.8254846431871393
profile_cont_age_years,Age Years,exploratory,12.499809094584052,27.398803619465816,0.6482337030310779,-41.20085921905463,66.20047740822272,1.8509472226074588,0.6404175702457346
profile_cat__profile_cat_sex_Male,Sex Male,exploratory,11.676353648335246,25.61371541362533,0.6484882589346799,-38.525606072628854,61.87831336929934,3.5413179985473784,0.6233144876181702
profile_cont_big_five_agreeableness_trust_pct,Big Five Agreeableness Trust %,exploratory,9.8867540379154,23.250463198940587,0.6706702841179506,-35.68331645588208,55.45682453171288,6.974330098627259,0.5372226051854774
profile_cont_big_five_agreeableness_straightforwardness_pct,Big Five Agreeableness Straightforwardness %,exploratory,8.795383274874286,20.961495382604568,0.6747797863170075,-32.28839273713331,49.87915928688189,6.499405011314243,0.44256504847118
profile_cat__profile_cat_sex_Female,Sex Female,exploratory,-2.892880327184729,7.336013563937525,0.6933303633422567,-17.271202702599602,11.485442048230144,-4.991653877751048,0.4073690970515981
profile_cont_big_five_conscientiousness_mean_pct,Big Five Conscientiousness Mean %,exploratory,6.6706803534497014,23.692782353037767,0.7782893127288878,-39.76631975205048,53.107680458949886,-1.8185598310239863,0.8584911820352764
profile_cont_big_five_openness_to_experience_actions_pct,Big Five Openness To Experience Actions %,exploratory,7.020551411957394,30.01323939673411,0.8150508510338337,-51.80431686502013,65.84541968893491,-1.3870574818966788,0.891248944308834
profile_cont_big_five_agreeableness_mean_pct,Big Five Agreeableness Mean %,exploratory,5.882768389869231,26.24502805467016,0.8226422079334369,-45.5565413705276,57.322078150266066,7.825026398710431,0.44452473777676
profile_cont_big_five_conscientiousness_achievement_striving_pct,Big Five Conscientiousness Achievement Striving %,exploratory,-6.033266213695519,34.1028280678674,0.8595759764769906,-72.8735809976773,60.80704857028626,-0.5488964833011885,0.9528179209440424
