term,estimate,std_error,p_value,conf_low_x,conf_high_x,bootstrap_mean,bootstrap_std,conf_low_y,conf_high_y,n_bootstrap_success
Intercept,15.149349779914388,12.183438659792802,0.2137064994060864,-8.729751201132448,39.02845076096122,15.15026658324369,12.255196693995442,-4.737055268016143,42.269676760779625,800
baseline_score,0.9961754049735618,0.0217790135514093,0.0,0.9534893227939896,1.038861487153134,0.9972274511572414,0.0244874669346559,0.9484210821975442,1.0438408710937626,800
attack_present,38.641024392864445,7.655298188971299,4.473514162580726e-07,23.636915651566,53.64513313416289,38.51547862575638,7.615102298922321,23.018881869469286,52.66363375078263,800
primary_moderator_z,0.5889681825921826,3.3602330029176484,0.8608627730877438,-5.996967482789283,7.174903847973648,0.5594928334221738,4.713010111222563,-7.747250348598911,9.819311913310782,800
attack_x_primary_moderator,-1.055839598750531,6.700928931943993,0.8747986756951737,-14.189418968323208,12.077739770822149,-0.9211705710329956,7.1592551651459395,-15.696016550869818,13.098688692095454,800
opinion_leaf_fe_issue_position_taxonomy___immigration_and_citizenship___border_enforcement_expansion_support,-14.058089069436278,14.183992370667486,0.3216252480807615,-41.858203272935455,13.742025134062896,-14.214973627031409,13.53361188853112,-45.29456422568407,8.936071886820418,800
opinion_leaf_fe_issue_position_taxonomy___immigration_and_citizenship___detention_of_irregular_migrants_acceptance,-15.47739234235243,17.8628682871636,0.3862400553695422,-50.48797084577577,19.53318616107091,-16.317678218921927,17.201946972990335,-56.46912277065725,12.046972497042244,800
opinion_leaf_fe_issue_position_taxonomy___immigration_and_citizenship___immigration_level_increase_support,-8.187581892185534,14.174148234919496,0.5635059135275622,-35.96840194415972,19.593238159788655,-8.243199906118885,13.013999384959815,-35.18504550863398,13.099314851860804,800
opinion_leaf_fe_issue_position_taxonomy___immigration_and_citizenship___multiculturalism_support,-22.239635460468207,17.05611814653792,0.1922644212740385,-55.66901274374259,11.189741822806177,-22.38088187189317,15.906266592558389,-58.09148327114827,3.4431084863683004,800
opinion_leaf_fe_issue_position_taxonomy___immigration_and_citizenship___temporary_work_visas_expansion_support,-0.9244283445292468,17.374660175274077,0.9575681339028704,-34.97813653168882,33.129279842630325,-1.1052739064189625,15.39765677138944,-33.85443516458129,26.173380247448637,800
