lhs,op,rhs,estimate,std_error,z_value,p_value
abs_delta_indicator__alliance_commitment_support,~,Age Years,1.0197247782654244,2.8189203080814096,0.3617430316641691,0.7175440670487454
abs_delta_indicator__alliance_commitment_support,~,Big Five Neuroticism Mean %,-3.4476652608171743,2.1292351394522853,-1.619203627130828,0.10540345785741145
abs_delta_indicator__alliance_commitment_support,~,Big Five Openness To Experience Mean %,0.5415856097588574,2.2715966281785716,0.23841627648165561,0.8115582445504932
abs_delta_indicator__alliance_commitment_support,~,Big Five Conscientiousness Mean %,3.669768814066195,2.28610524102401,1.6052492895824857,0.10843895417242821
abs_delta_indicator__alliance_commitment_support,~,Sex Female,-0.8817677063297994,5.637925479849717,-0.15639931912564886,0.8757182738299283
abs_delta_indicator__alliance_commitment_support,~,Sex Other,-3.5869573662488827,6.030468618783461,-0.5948057428034328,0.5519733283904038
abs_delta_indicator__alliance_commitment_support,~,Mean Baseline Abs Score,-2.2907724024583924,2.812978900720299,-0.8143581887055735,0.4154397838574819
abs_delta_indicator__alliance_commitment_support,~,Mean Exposure Quality Score,-1.702821744724371,2.687401399878366,-0.6336313379909709,0.5263214442370387
abs_delta_indicator__conscription_support,~,Age Years,2.6985142343436923,3.5130976296408933,0.7681295878528616,0.44241020025337163
abs_delta_indicator__conscription_support,~,Big Five Neuroticism Mean %,5.730107534532026,2.6535730364257946,2.1593931864215734,0.03081967605612368
abs_delta_indicator__conscription_support,~,Big Five Openness To Experience Mean %,0.03047174789207539,2.830991960672312,0.010763629256237134,0.9914120322260866
abs_delta_indicator__conscription_support,~,Big Five Conscientiousness Mean %,-0.7185579515882078,2.8490734130817903,-0.2522075943317672,0.8008806083518711
abs_delta_indicator__conscription_support,~,Sex Female,13.585980882264119,7.026301021199368,1.933589358222956,0.05316363671932467
abs_delta_indicator__conscription_support,~,Sex Other,-9.852841742356844,7.515510441900771,-1.311001004991435,0.18985742407391903
abs_delta_indicator__conscription_support,~,Mean Baseline Abs Score,3.5451837337878547,3.505693112366243,1.011264711472119,0.31188975098866667
abs_delta_indicator__conscription_support,~,Mean Exposure Quality Score,-5.744495959159146,3.3491913413586474,-1.7151889437368166,0.08631059128204499
abs_delta_indicator__defense_spending_increase_support,~,Age Years,4.052217123005222,2.69021606265412,1.506279432071292,0.1319954558330596
abs_delta_indicator__defense_spending_increase_support,~,Big Five Neuroticism Mean %,1.1897409225922384,2.032020045724789,0.5854966465979381,0.5582138207719758
abs_delta_indicator__defense_spending_increase_support,~,Big Five Openness To Experience Mean %,0.8592231648471278,2.167881695512069,0.3963422757918424,0.6918525437682443
abs_delta_indicator__defense_spending_increase_support,~,Big Five Conscientiousness Mean %,-2.2745100805223517,2.1817278844985872,-1.0425269332082838,0.29716744516709337
abs_delta_indicator__defense_spending_increase_support,~,Sex Female,-12.728042378073253,5.380513114349672,-2.3655815175183887,0.018001779764315717
abs_delta_indicator__defense_spending_increase_support,~,Sex Other,-5.343276326469776,5.755133799658426,-0.9284365077291473,0.3531811884505762
abs_delta_indicator__defense_spending_increase_support,~,Mean Baseline Abs Score,3.2207465613999187,2.6845459238169873,1.1997360644214057,0.23024186189435825
abs_delta_indicator__defense_spending_increase_support,~,Mean Exposure Quality Score,1.219383755830607,2.5647019506105013,0.4754485235759538,0.6344673155499301
abs_delta_indicator__strategic_autonomy_support,~,Age Years,4.372707745550757,2.9408068876087516,1.4869074756230714,0.13703924957707492
abs_delta_indicator__strategic_autonomy_support,~,Big Five Neuroticism Mean %,-0.17379472218455275,2.2213005970720863,-0.07824007359182035,0.9376370855842175
abs_delta_indicator__strategic_autonomy_support,~,Big Five Openness To Experience Mean %,-3.2650115439763305,2.3698176180663553,-1.3777480254531267,0.16828109801596325
abs_delta_indicator__strategic_autonomy_support,~,Big Five Conscientiousness Mean %,1.6830494186735319,2.3849535651391385,0.7056948375322506,0.4803779320966002
abs_delta_indicator__strategic_autonomy_support,~,Sex Female,4.23278926082732,5.88170230830382,0.7196537735088573,0.4717381946500141
abs_delta_indicator__strategic_autonomy_support,~,Sex Other,4.984061719976682,6.291218520362187,0.7922251792469858,0.4282293894377438
abs_delta_indicator__strategic_autonomy_support,~,Mean Baseline Abs Score,5.622252487296344,2.9346085812431726,1.915844083340308,0.05538494465066357
abs_delta_indicator__strategic_autonomy_support,~,Mean Exposure Quality Score,-3.8462775476508053,2.8036012667242325,-1.3719060528687372,0.1700926858742473
