profile_id,mean_abs_delta_score,mean_signed_delta_score,profile_moderator_linear_score,profile_moderator_linear_score_z,predicted_mean_abs_delta_from_moderators,susceptibility_index_pct,observed_effectivity_pct,contribution__profile_cont_age_years_z,contribution__profile_cont_big_five_neuroticism_mean_pct_z,contribution__profile_cont_big_five_openness_to_experience_mean_pct_z,contribution__profile_cont_big_five_conscientiousness_mean_pct_z,contribution__profile_cont_big_five_extraversion_mean_pct_z,contribution__profile_cont_big_five_agreeableness_mean_pct_z,contribution__profile_cont_resilience_index_z,contribution__profile_cat__profile_cat_sex_Female,contribution__profile_cat__profile_cat_sex_Other,group_contribution__demographics__age,group_contribution__personality__neuroticism,group_contribution__personality__openness,group_contribution__personality__conscientiousness,group_contribution__personality__extraversion,group_contribution__personality__agreeableness,group_contribution__composite__resilience,group_contribution__demographics__sex
profile_0012,54.25,43.75,4.529754748145109,2.0662514587331273,46.12629823047643,100.0,92.0,1.9025476661210963,0.6976874641840938,0.03652384708840397,-0.08622610549689243,0.512698885227388,-0.3356793988205035,0.2807350313660231,1.5214673584754999,-0.0,1.9025476661210963,0.6976874641840938,0.03652384708840397,-0.08622610549689243,0.512698885227388,-0.3356793988205035,0.2807350313660231,1.5214673584754999
profile_0105,46.75,26.75,4.188657992872949,1.9089774653717644,45.78520147520427,98.0,78.0,1.2825367879624523,0.9758403682697796,0.011984734806533972,0.028810601998548208,-0.13668061327697154,0.4008028772033185,0.10389587743378854,1.5214673584754999,-0.0,1.2825367879624523,0.9758403682697796,0.011984734806533972,0.028810601998548208,-0.13668061327697154,0.4008028772033185,0.10389587743378854,1.5214673584754999
profile_0215,54.5,36.0,3.7273849661064813,1.696292208686866,45.323928448437805,96.0,94.0,0.839671874991992,0.4201277854615309,-0.023318917006612573,-0.06942356475657417,0.33598236585591773,0.3945478451493047,0.3083302179354226,1.5214673584754999,-0.0,0.839671874991992,0.4201277854615309,-0.023318917006612573,-0.06942356475657417,0.33598236585591773,0.3945478451493047,0.3083302179354226,1.5214673584754999
profile_0085,46.5,46.5,3.4048917041250797,1.5475959740848153,45.0014351864564,94.0,76.0,1.3711097705565443,0.46643425939475197,-0.045147775800357795,0.00791251561367024,0.20694447849488778,-0.21783650485633718,0.09400760224642046,1.5214673584754999,-0.0,1.3711097705565443,0.46643425939475197,-0.045147775800357795,0.00791251561367024,0.20694447849488778,-0.21783650485633718,0.09400760224642046,1.5214673584754999
profile_0166,56.5,56.5,3.2504637097319233,1.476391815764344,44.847007192063245,92.0,98.0,1.7254017009329123,0.6136937318877383,0.013763529844168907,0.02307683809616463,-0.2544426976576425,-0.37428392871111466,-0.018212823135803826,1.5214673584754999,-0.0,1.7254017009329123,0.6136937318877383,0.013763529844168907,0.02307683809616463,-0.2544426976576425,-0.37428392871111466,-0.018212823135803826,1.5214673584754999
profile_0249,63.5,63.5,2.6335866940324673,1.1919601693991277,44.23013017636379,90.0,100.0,2.2568395964974646,0.686206808627176,0.0275243371989423,0.0661399782235901,-0.45337721935135855,0.22828813818689508,-0.17803494535024209,0.0,-0.0,2.2568395964974646,0.686206808627176,0.0275243371989423,0.0661399782235901,-0.45337721935135855,0.22828813818689508,-0.17803494535024209,0.0
profile_0169,29.75,29.75,2.304813394266122,1.0403683146962344,43.90135687659744,88.0,10.0,1.5482557357447282,0.7733062501775297,-0.06376012043748544,-0.03571634017113325,-0.33836402895169804,0.09183533015363071,0.32925656775055046,0.0,-0.0,1.5482557357447282,0.7733062501775297,-0.06376012043748544,-0.03571634017113325,-0.33836402895169804,0.09183533015363071,0.32925656775055046,0.0
profile_0015,44.0,44.0,2.3033033609385813,1.0396720636535013,43.8998468432699,86.0,65.0,-0.6660688291075723,1.07218714636294,-0.07037974633850348,0.09294665036330527,-0.041376725838246024,0.19956751390835123,0.19495999311280665,1.5214673584754999,-0.0,-0.6660688291075723,1.07218714636294,-0.07037974633850348,0.09294665036330527,-0.041376725838246024,0.19956751390835123,0.19495999311280665,1.5214673584754999
profile_0041,37.25,0.25,2.269604603859244,1.0241341319222157,43.86614808619056,84.0,31.0,2.9654234572502007,-1.3477535878654077,0.06076776810435518,-0.0420276054737569,-0.51853668201774,0.19072213461059523,-0.5604582392245023,1.5214673584754999,-0.0,2.9654234572502007,-1.3477535878654077,0.06076776810435518,-0.0420276054737569,-0.51853668201774,0.19072213461059523,-0.5604582392245023,1.5214673584754999
profile_0151,50.0,-8.5,2.211999339292914,0.9975733105219775,43.808542821624236,82.0,86.0,-0.6660688291075723,1.545162238820271,0.05736006789468139,0.08124144341082028,-0.2912858834905074,-0.21336009832913272,0.1774830416188537,1.5214673584754999,-0.0,-0.6660688291075723,1.545162238820271,0.05736006789468139,0.08124144341082028,-0.2912858834905074,-0.21336009832913272,0.1774830416188537,1.5214673584754999
profile_0083,39.0,19.0,2.145977038295787,0.9671315347846532,43.74252052062711,80.0,38.0,0.7510988923979002,-0.32370702867602835,-0.04760566369844837,0.03011881945623489,0.001538046214812112,0.3743144876463405,-0.1612478735205242,1.5214673584754999,-0.0,0.7510988923979002,-0.32370702867602835,-0.04760566369844837,0.03011881945623489,0.001538046214812112,0.3743144876463405,-0.1612478735205242,1.5214673584754999
profile_0142,54.0,-2.5,1.7735844943738805,0.7954275781349803,43.3701279767052,78.0,90.0,0.573952927209716,1.559329856316042,0.010657138854111693,0.09539022771670204,0.43416858873104264,0.43533686142519173,0.1298813447866397,0.0,-1.4651324506655654,0.573952927209716,1.559329856316042,0.010657138854111693,0.09539022771670204,0.43416858873104264,0.43533686142519173,0.1298813447866397,-1.4651324506655654
profile_0222,48.5,28.5,1.6725238904390713,0.7488302285364578,43.269067372770394,76.0,83.0,1.19396380536836,-0.3534031924417941,-0.02067749049758804,-0.01249842673290997,-0.5460389659733844,0.00427681848151159,-0.11456601624062356,1.5214673584754999,-0.0,1.19396380536836,-0.3534031924417941,-0.02067749049758804,-0.01249842673290997,-0.5460389659733844,0.00427681848151159,-0.11456601624062356,1.5214673584754999
profile_0171,41.5,41.5,1.4448035071439467,0.6438321788715518,43.041346989475265,74.0,47.0,0.13108801423925592,1.3419999997553027,0.03715858478455056,0.05201280111295544,0.0643222509752718,-0.3631705034395751,0.18139235971618523,0.0,-0.0,0.13108801423925592,1.3419999997553027,0.03715858478455056,0.05201280111295544,0.0643222509752718,-0.3631705034395751,0.18139235971618523,0.0
profile_0058,45.25,-6.25,1.2057263729929955,0.5335977218497926,42.80226985532432,72.0,71.0,-1.0203607594839403,1.1127707403224998,-0.020420536442280503,0.049003508102180626,0.504598988885284,0.29663988158628896,0.28349455002296303,0.0,-0.0,-1.0203607594839403,1.1127707403224998,-0.020420536442280503,0.049003508102180626,0.504598988885284,0.29663988158628896,0.28349455002296303,0.0
profile_0184,36.75,23.25,1.0184047727443388,0.44722687352424784,42.61494825507566,70.0,26.0,-0.3117768987312042,0.2684714661595123,-0.037849057038884124,-0.06063532916244464,0.28827704555439937,0.5376018606746865,0.33431568528827366,0.0,-0.0,-0.3117768987312042,0.2684714661595123,-0.037849057038884124,-0.06063532916244464,0.28827704555439937,0.5376018606746865,0.33431568528827366,0.0
profile_0039,51.75,14.25,0.8788204966093285,0.3828669047503083,42.47536397894065,68.0,88.0,1.9025476661210963,0.39887635921787473,-0.011297137990438405,0.02288237333894094,-0.13822853415948233,0.22440858586331783,-0.055236365116414714,0.0,-1.4651324506655654,1.9025476661210963,0.39887635921787473,-0.011297137990438405,0.02288237333894094,-0.13822853415948233,0.22440858586331783,-0.055236365116414714,-1.4651324506655654
profile_0089,45.25,23.75,0.7919724314115978,0.34282271840659273,42.38851591374292,66.0,71.0,2.2568395964974646,-1.0468836419330547,0.021918762123334365,0.08776878066591468,0.008290183857488455,0.21076449876839867,-0.7467257485679483,0.0,-0.0,2.2568395964974646,-1.0468836419330547,0.021918762123334365,0.08776878066591468,0.008290183857488455,0.21076449876839867,-0.7467257485679483,0.0
