source,target,rho,abs_rho,source_label,target_label
profile_cat__profile_cat_education_level_Bachelor_Equivalent,profile_cat__profile_cat_education_level_Doctoral_Equivalent,-0.18389242812245685,0.18389242812245685,Education Level Bachelor Equivalent,Education Level Doctoral Equivalent
profile_cat__profile_cat_education_level_Bachelor_Equivalent,profile_cat__profile_cat_education_level_Post_Secondary_Non_Tertiary,-0.16571045299983225,0.16571045299983225,Education Level Bachelor Equivalent,Education Level Post Secondary Non Tertiary
profile_cat__profile_cat_education_level_Bachelor_Equivalent,profile_cat__profile_cat_employment_type_Employed_Full_Time,0.2734830171373094,0.2734830171373094,Education Level Bachelor Equivalent,Employment Type Employed Full Time
profile_cat__profile_cat_education_level_Bachelor_Equivalent,profile_cat__profile_cat_employment_type_Retired,-0.20228869496966942,0.20228869496966942,Education Level Bachelor Equivalent,Employment Type Retired
profile_cat__profile_cat_education_level_Bachelor_Equivalent,profile_cat__profile_cat_employment_type_Unemployed_Seeking,0.22116293423234573,0.22116293423234573,Education Level Bachelor Equivalent,Employment Type Unemployed Seeking
profile_cat__profile_cat_education_level_Bachelor_Equivalent,profile_cat__profile_cat_news_diet_primary_type_Legacy_Print_Dominant,0.17951965741648493,0.17951965741648493,Education Level Bachelor Equivalent,News Diet Primary Type Legacy Print Dominant
profile_cat__profile_cat_education_level_Bachelor_Equivalent,profile_cat__profile_cat_news_diet_primary_type_Online_Legacy_Outlet_Dominant,0.22116293423234573,0.22116293423234573,Education Level Bachelor Equivalent,News Diet Primary Type Online Legacy Outlet Dominant
profile_cat__profile_cat_education_level_Bachelor_Equivalent,profile_cat__profile_cat_platform_primary_type_Instagram_TikTok_Dominant,-0.18389242812245685,0.18389242812245685,Education Level Bachelor Equivalent,Platform Primary Type Instagram Tiktok Dominant
profile_cat__profile_cat_education_level_Bachelor_Equivalent,profile_cat__profile_cat_platform_primary_type_Twitter_X_Dominant,0.3448281541042981,0.3448281541042981,Education Level Bachelor Equivalent,Platform Primary Type Twitter X Dominant
profile_cat__profile_cat_education_level_Bachelor_Equivalent,profile_cat__profile_cat_sex_Female,0.4728662437434605,0.4728662437434605,Education Level Bachelor Equivalent,Sex Female
