term,x,y
profile_cat__profile_cat_education_level_Bachelor_Equivalent,-0.6067733441293595,0.03782736356056439
profile_cat__profile_cat_education_level_Doctoral_Equivalent,-0.11783056551565009,0.14202641505918676
profile_cat__profile_cat_education_level_Master_Equivalent,0.18236151254643715,-0.32980578678619404
profile_cat__profile_cat_education_level_Post_Secondary_Non_Tertiary,0.11141672996757274,-0.261484490418143
profile_cat__profile_cat_education_level_Primary_Or_Less,-0.21493673781869593,0.07700285664146604
profile_cat__profile_cat_education_level_Secondary_Completed,0.14797582366574244,-0.08469842092709123
profile_cat__profile_cat_employment_type_Employed_Full_Time,0.05314286228761628,0.5868267085373586
profile_cat__profile_cat_employment_type_Employed_Part_Time,-0.30895269507277145,0.22032437321784248
profile_cat__profile_cat_employment_type_Other_Inactive,0.6540621912243603,-0.1654857981990962
profile_cat__profile_cat_employment_type_Retired,-0.2276332535935972,-0.759450385207604
profile_cat__profile_cat_employment_type_Student,-0.49421626202855157,0.2712083497732402
profile_cat__profile_cat_employment_type_Unemployed_Seeking,-0.0016810833376208806,-0.14852279563816334
profile_cat__profile_cat_news_diet_primary_type_Broadcast_Radio_Dominant,0.1402629812856224,0.43752132649244146
profile_cat__profile_cat_news_diet_primary_type_Broadcast_Television_Dominant,-0.12107150484428238,-0.48671734117144283
profile_cat__profile_cat_news_diet_primary_type_Legacy_Print_Dominant,0.09055760257773077,0.0673070697654405
profile_cat__profile_cat_news_diet_primary_type_Messaging_App_And_Forwarded_Content_Dominant,0.19266204433353337,-0.1470087254130238
profile_cat__profile_cat_news_diet_primary_type_Online_Legacy_Outlet_Dominant,-0.49848237973929915,0.42289332585532124
profile_cat__profile_cat_news_diet_primary_type_Social_Media_Feed_Dominant,-0.3304550675909368,0.11372032925433889
profile_cat__profile_cat_platform_primary_type_Facebook_Dominant,-0.0625019706102387,0.2798350364735784
profile_cat__profile_cat_platform_primary_type_Instagram_TikTok_Dominant,0.0465032930359422,0.22187542777944902
profile_cat__profile_cat_platform_primary_type_No_Social_Media,0.035771392823847066,-0.05071525172651823
profile_cat__profile_cat_platform_primary_type_Twitter_X_Dominant,0.21436633286086565,0.31758530904468296
profile_cat__profile_cat_platform_primary_type_YouTube_Dominant,-1.0,0.2689222415060977
profile_cat__profile_cat_sex_Female,-0.29270533082628786,0.0017414191724827463
profile_cat__profile_cat_sex_Male,-0.014576470314145093,0.1289043983848789
profile_cat__profile_cat_sex_Other,-0.1387925983615024,0.2381822929986559
profile_cont_big_five_agreeableness_altruism_pct,-0.23339461853812257,0.7004678659847575
profile_cont_big_five_agreeableness_compliance_pct,-0.6584023392625206,0.5409824104137112
profile_cont_big_five_agreeableness_mean_pct,-0.4770742649601364,0.7124045402337912
profile_cont_big_five_agreeableness_modesty_pct,-0.26041093731914333,0.3713623004797932
profile_cont_big_five_agreeableness_straightforwardness_pct,-0.2951804266772583,0.5392614275368454
profile_cont_big_five_agreeableness_tender_mindedness_pct,-0.3882279516115319,0.504606434317345
profile_cont_big_five_agreeableness_trust_pct,-0.5089358210304313,0.5814594174613368
profile_cont_big_five_conscientiousness_achievement_striving_pct,-0.7719605837428348,0.04435161792652069
profile_cont_big_five_conscientiousness_competence_pct,-0.5776637931741033,-0.09158687857168188
profile_cont_big_five_conscientiousness_deliberation_pct,-0.6455185206087796,-0.21088816819113848
profile_cont_big_five_conscientiousness_dutifulness_pct,-0.46059115732243716,0.017461167939233427
profile_cont_big_five_conscientiousness_mean_pct,-0.8428646986812366,-0.12968760683981728
profile_cont_big_five_conscientiousness_order_pct,-0.5832331818889244,0.12765267815050912
profile_cont_big_five_conscientiousness_self_discipline_pct,-0.5221837387289793,-0.34805665634871374
profile_cont_big_five_extraversion_activity_level_pct,-0.2815383365404387,-0.2155013514811608
profile_cont_big_five_extraversion_assertiveness_pct,-0.383757930425302,-0.4490700426635243
profile_cont_big_five_extraversion_excitement_seeking_pct,-0.5410557833889259,-0.4882103438275548
profile_cont_big_five_extraversion_gregariousness_pct,-0.16104836826002306,-0.14672846851814142
profile_cont_big_five_extraversion_mean_pct,-0.476326553920257,-0.27394427149443745
profile_cont_big_five_extraversion_positive_emotions_pct,-0.34992975371081514,-0.29031179636995497
profile_cont_big_five_extraversion_warmth_pct,-0.3847262673118505,-0.14452422182542635
profile_cont_big_five_neuroticism_anger_hostility_pct,0.33912437052253996,0.4344480677600503
profile_cont_big_five_neuroticism_anxiety_pct,0.41004861085316663,0.3358269016174675
profile_cont_big_five_neuroticism_depression_pct,0.6359909839977859,0.3244567412835067
profile_cont_big_five_neuroticism_impulsiveness_pct,0.5216170171893794,0.10792619115759175
profile_cont_big_five_neuroticism_mean_pct,0.5241320148482024,0.3515919955380892
profile_cont_big_five_neuroticism_self_consciousness_pct,0.6190045912722322,0.04099063342409116
profile_cont_big_five_neuroticism_stress_vulnerability_pct,0.4540897738124593,0.49107515461747664
profile_cont_big_five_openness_to_experience_actions_pct,-0.022359437740672502,-0.4810683345729278
profile_cont_big_five_openness_to_experience_aesthetics_pct,-0.07919691928830298,-0.050326645666344164
profile_cont_big_five_openness_to_experience_fantasy_pct,0.08886825931025152,-0.35306514110502835
profile_cont_big_five_openness_to_experience_feelings_pct,-0.14325767673268738,-0.2830414263128433
profile_cont_big_five_openness_to_experience_ideas_pct,-0.1057534308325737,-0.3854287616894581
profile_cont_big_five_openness_to_experience_mean_pct,0.08371578280129392,-0.44463600884769744
profile_cont_big_five_openness_to_experience_values_pct,-0.23948739125592683,-0.41990194369521733
profile_cont_chronological_age,0.3165458543683588,-0.18773823355524594
profile_cont_political_psychology_ideological_positioning_ideological_extremity_pct,0.33714198049316574,-0.02271582611028453
profile_cont_political_psychology_ideological_positioning_mean_pct,0.1030192622314357,0.32937976934868135
profile_cont_political_psychology_ideological_positioning_partisan_identity_strength_pct,0.16239734501575154,0.15156753505848206
profile_cont_political_psychology_ideological_positioning_political_orientation_lr_pct,0.2791919296274697,0.2317226823829625
profile_cont_political_psychology_institutional_trust_conspiracy_belief_propensity_pct,0.3769462153492356,0.18261100264310917
profile_cont_political_psychology_institutional_trust_government_trust_pct,0.23117482472265077,0.04052339220571897
profile_cont_political_psychology_institutional_trust_mainstream_media_trust_pct,0.5041042803869442,0.005412418231425299
profile_cont_political_psychology_institutional_trust_mean_pct,0.38037656411803056,0.09091958757463238
profile_cont_political_psychology_institutional_trust_satisfaction_with_democracy_pct,0.483857719302984,0.19270990061849455
profile_cont_political_psychology_institutional_trust_scientific_consensus_trust_pct,0.6401185920031576,0.154080833735844
profile_cont_political_psychology_political_engagement_civic_participation_pct,0.43534820065262175,-0.4155928101385183
profile_cont_political_psychology_political_engagement_mean_pct,0.4126046969259286,-0.7113345656368684
profile_cont_political_psychology_political_engagement_political_interest_pct,0.30330395974365054,-0.7487874782476639
profile_cont_political_psychology_political_engagement_voting_likelihood_pct,0.2075956313038797,-0.7118057349461873
profile_cont_social_context_online_behavior_information_echo_chamber_pct,-0.010258438228915723,-0.28705372933457274
profile_cont_social_context_online_behavior_mean_pct,0.0881826686232989,-0.6233371859152849
profile_cont_social_context_online_behavior_online_political_discussion_pct,0.2540337810416946,-0.5038413145610826
profile_cont_social_context_online_behavior_social_media_hours_daily_pct,-0.11596732514806733,-0.5754763295961952
profile_cont_social_context_social_capital_community_belonging_pct,0.1716730344039136,0.7738637251971495
profile_cont_social_context_social_capital_interpersonal_trust_pct,-0.03480124327401747,0.6279294546330604
profile_cont_social_context_social_capital_mean_pct,0.34291505608230494,0.7431048756842108
profile_cont_social_context_social_capital_social_isolation_pct,0.048427085662872155,0.8312687030269968
profile_cont_social_context_social_capital_social_network_diversity_pct,0.23062657098511774,0.6292411864289726
profile_cont_socioeconomic_status_economic_standing_economic_anxiety_pct,0.6091089687472724,-0.5155602057244959
profile_cont_socioeconomic_status_economic_standing_financial_security_pct,0.46036751038081103,-0.2790321254046098
profile_cont_socioeconomic_status_economic_standing_household_income_quintile_pct,0.6241357858927141,-0.34265678666817984
profile_cont_socioeconomic_status_economic_standing_mean_pct,0.5065574158707291,-0.552782370532175
profile_cont_socioeconomic_status_economic_standing_subjective_class_position_pct,0.40735195132706264,-0.5468983979546183
profile_cont_socioeconomic_status_economic_standing_upward_mobility_belief_pct,0.5229350969085047,-0.3798846982945265
