task_key,attack_leaf,opinion_leaf,outcome_metric,term,estimate,n_obs,alpha,cv_mse
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,Intercept,1.116911870256346,25,1000.0,1517.7574520670598
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cat__profile_cat_education_level_Bachelor_Equivalent,-0.03366107204454649,25,1000.0,1517.7574520670598
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cat__profile_cat_education_level_Doctoral_Equivalent,0.06313919538375365,25,1000.0,1517.7574520670598
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cat__profile_cat_education_level_Master_Equivalent,0.014517979741361063,25,1000.0,1517.7574520670598
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cat__profile_cat_education_level_Post_Secondary_Non_Tertiary,-0.09589599182142365,25,1000.0,1517.7574520670598
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cat__profile_cat_education_level_Primary_Or_Less,0.02514886212636927,25,1000.0,1517.7574520670598
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cat__profile_cat_education_level_Secondary_Completed,0.026751026614486098,25,1000.0,1517.7574520670598
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cat__profile_cat_employment_type_Employed_Full_Time,-0.046787619287323445,25,1000.0,1517.7574520670598
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cat__profile_cat_employment_type_Employed_Part_Time,-0.012381086863033653,25,1000.0,1517.7574520670598
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cat__profile_cat_employment_type_Other_Inactive,0.05505673838342356,25,1000.0,1517.7574520670598
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cat__profile_cat_employment_type_Retired,0.015155453609578814,25,1000.0,1517.7574520670598
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cat__profile_cat_employment_type_Student,-0.012496536915979179,25,1000.0,1517.7574520670598
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cat__profile_cat_employment_type_Unemployed_Seeking,0.0014530510733335672,25,1000.0,1517.7574520670598
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cat__profile_cat_news_diet_primary_type_Broadcast_Radio_Dominant,0.03004829861158658,25,1000.0,1517.7574520670598
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cat__profile_cat_news_diet_primary_type_Broadcast_Television_Dominant,0.01628486318867219,25,1000.0,1517.7574520670598
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cat__profile_cat_news_diet_primary_type_Legacy_Print_Dominant,-0.003052670103582439,25,1000.0,1517.7574520670598
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cat__profile_cat_news_diet_primary_type_Messaging_App_And_Forwarded_Content_Dominant,-0.002279521786054464,25,1000.0,1517.7574520670598
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cat__profile_cat_news_diet_primary_type_Online_Legacy_Outlet_Dominant,-0.011552775887816346,25,1000.0,1517.7574520670598
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cat__profile_cat_news_diet_primary_type_Social_Media_Feed_Dominant,-0.029448194022804856,25,1000.0,1517.7574520670598
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cat__profile_cat_platform_primary_type_Facebook_Dominant,0.0077056991957974354,25,1000.0,1517.7574520670598
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cat__profile_cat_platform_primary_type_Instagram_TikTok_Dominant,0.012979336797050316,25,1000.0,1517.7574520670598
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cat__profile_cat_platform_primary_type_No_Social_Media,-0.053391271664846286,25,1000.0,1517.7574520670598
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cat__profile_cat_platform_primary_type_Twitter_X_Dominant,0.06519717390831664,25,1000.0,1517.7574520670598
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cat__profile_cat_platform_primary_type_YouTube_Dominant,-0.03249093823631818,25,1000.0,1517.7574520670598
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cat__profile_cat_sex_Female,-0.04416467603241359,25,1000.0,1517.7574520670598
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cat__profile_cat_sex_Male,-0.006966591376689654,25,1000.0,1517.7574520670598
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cat__profile_cat_sex_Other,0.05113126740910321,25,1000.0,1517.7574520670598
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cont_big_five_agreeableness_altruism_pct,0.048833897334123764,25,1000.0,1517.7574520670598
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cont_big_five_agreeableness_compliance_pct,0.1485823541788659,25,1000.0,1517.7574520670598
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cont_big_five_agreeableness_mean_pct,0.12010983108817805,25,1000.0,1517.7574520670598
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cont_big_five_agreeableness_modesty_pct,0.08569609035010547,25,1000.0,1517.7574520670598
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cont_big_five_agreeableness_straightforwardness_pct,0.1068791228892026,25,1000.0,1517.7574520670598
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cont_big_five_agreeableness_tender_mindedness_pct,0.2039883474689236,25,1000.0,1517.7574520670598
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cont_big_five_agreeableness_trust_pct,0.09226845376713488,25,1000.0,1517.7574520670598
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,profile_cont_big_five_conscientiousness_achievement_striving_pct,-0.20975016585581857,25,1000.0,1517.7574520670598
