profile_id,conditional_target_attack_count,conditional_target_opinion_count,conditional_target_task_count,imputed_feature_count,imputed_features,predicted_effectivity__attack_vectors___social_media_misinformation___misleading_narrative_framing____issue_position_taxonomy___defense_and_national_security___alliance_commitment_support,weighted_effectivity__attack_vectors___social_media_misinformation___misleading_narrative_framing____issue_position_taxonomy___defense_and_national_security___alliance_commitment_support,predicted_effectivity__attack_vectors___social_media_misinformation___misleading_narrative_framing____issue_position_taxonomy___defense_and_national_security___civil_defense_preparedness_support,weighted_effectivity__attack_vectors___social_media_misinformation___misleading_narrative_framing____issue_position_taxonomy___defense_and_national_security___civil_defense_preparedness_support,predicted_effectivity__attack_vectors___social_media_misinformation___misleading_narrative_framing____issue_position_taxonomy___defense_and_national_security___domestic_security_powers_expansion_support,weighted_effectivity__attack_vectors___social_media_misinformation___misleading_narrative_framing____issue_position_taxonomy___defense_and_national_security___domestic_security_powers_expansion_support,predicted_effectivity__attack_vectors___social_media_misinformation___misleading_narrative_framing____issue_position_taxonomy___defense_and_national_security___strategic_autonomy_support,weighted_effectivity__attack_vectors___social_media_misinformation___misleading_narrative_framing____issue_position_taxonomy___defense_and_national_security___strategic_autonomy_support,conditional_susceptibility_raw_score,susceptibility_index_pct,contribution__profile_cat__profile_cat_sex_Female,contribution__profile_cat__profile_cat_sex_Male,contribution__profile_cat__profile_cat_sex_Other,contribution__profile_cont_age_years,contribution__profile_cont_big_five_agreeableness_altruism_pct,contribution__profile_cont_big_five_agreeableness_compliance_pct,contribution__profile_cont_big_five_agreeableness_mean_pct,contribution__profile_cont_big_five_agreeableness_modesty_pct,contribution__profile_cont_big_five_agreeableness_straightforwardness_pct,contribution__profile_cont_big_five_agreeableness_tender_mindedness_pct,contribution__profile_cont_big_five_agreeableness_trust_pct,contribution__profile_cont_big_five_conscientiousness_achievement_striving_pct,contribution__profile_cont_big_five_conscientiousness_competence_pct,contribution__profile_cont_big_five_conscientiousness_deliberation_pct,contribution__profile_cont_big_five_conscientiousness_dutifulness_pct,contribution__profile_cont_big_five_conscientiousness_mean_pct,contribution__profile_cont_big_five_conscientiousness_order_pct,contribution__profile_cont_big_five_conscientiousness_self_discipline_pct,contribution__profile_cont_big_five_extraversion_activity_level_pct,contribution__profile_cont_big_five_extraversion_assertiveness_pct,contribution__profile_cont_big_five_extraversion_excitement_seeking_pct,contribution__profile_cont_big_five_extraversion_gregariousness_pct,contribution__profile_cont_big_five_extraversion_mean_pct,contribution__profile_cont_big_five_extraversion_positive_emotions_pct,contribution__profile_cont_big_five_extraversion_warmth_pct,contribution__profile_cont_big_five_neuroticism_anger_hostility_pct,contribution__profile_cont_big_five_neuroticism_anxiety_pct,contribution__profile_cont_big_five_neuroticism_depression_pct,contribution__profile_cont_big_five_neuroticism_impulsiveness_pct,contribution__profile_cont_big_five_neuroticism_mean_pct,contribution__profile_cont_big_five_neuroticism_self_consciousness_pct,contribution__profile_cont_big_five_neuroticism_stress_vulnerability_pct,contribution__profile_cont_big_five_openness_to_experience_actions_pct,contribution__profile_cont_big_five_openness_to_experience_aesthetics_pct,contribution__profile_cont_big_five_openness_to_experience_fantasy_pct,contribution__profile_cont_big_five_openness_to_experience_feelings_pct,contribution__profile_cont_big_five_openness_to_experience_ideas_pct,contribution__profile_cont_big_five_openness_to_experience_mean_pct,contribution__profile_cont_big_five_openness_to_experience_values_pct,mean_abs_delta_score,mean_signed_delta_score,mean_adversarial_effectivity,observed_effectivity_pct
profile_0344,1,4,4,0,,20.035318339811692,2.777767343611856,-22.866164942605376,-2.6390973120837615,-42.02790526661396,-24.305052489185055,28.117691657605132,4.713481756922159,-19.4529007007348,100.0,0.7706248404470678,-0.0,0.0,0.7250417126459013,-0.0031342252881045,0.0004113680685801,0.0004427712743774,0.1943683201056617,-0.0428893880842808,-0.1864788121209435,-4.9288633443970725e-05,0.3491935092468771,0.2959537190487514,0.2115491893724027,0.0810103223784002,0.1917267935428624,0.1394502647034962,0.0378590942674595,0.1487778875880584,0.0666441498563809,0.0394824161301614,-0.0013771979828043,-0.0002162838032376,0.0157925718528017,-0.0518875531274666,-0.1080099374113431,-0.0185484012386805,0.0101698900346818,0.107273370814168,0.0190743545339343,0.0035564095610792,0.0208218172430112,0.0943692074283088,-0.085931736172105,0.0216030597735868,0.0026342187135551,-0.0018514868901776,0.0040209204846184,-0.1006938792735395,26.25,-4.75,-7.75,51.0
profile_0036,1,4,4,0,,26.07524769502221,3.6151644957842866,-21.29198382621004,-2.4574132752791797,-44.01730455174855,-25.455537000378467,28.074634911471527,4.7062639813705776,-19.591521798502782,99.0,0.7706248404470678,-0.0,0.0,0.9526128716684692,-0.0825136606456451,-0.001664019141678,0.0041611519148959,0.3686608195135169,0.2469255615203836,-0.3178967709227545,0.0283956470249468,0.0939540524233046,0.0648633105628332,0.0517011123554874,0.0285563336039569,0.065941079218765,0.036597325512891,0.0399899450960878,0.1736322804207638,-0.0990719187325144,0.0458225501892723,0.0028908342589132,0.0086944246566297,-0.1718909215641368,0.0889972306155421,-0.2013905866798113,-0.0506004551566077,-0.1117710632948438,0.8097103628716423,0.0955871453485329,0.0436170943562816,0.0809330679992861,-0.2158227788717886,0.3225420815887745,0.2538675137321742,-0.1229287834998269,0.0371701830466386,-0.0566477859060504,-0.4720871842093014,53.25,18.25,6.75,83.5
profile_0288,1,4,4,0,,19.454024562897988,2.6971747199674816,-16.14693779978466,-1.8635980389696256,-43.78711043495585,-25.322414018020535,28.780127363176216,4.824528518916885,-19.664308818105795,98.0,0.7706248404470678,-0.0,0.0,0.2243851627962519,0.0846883426440619,0.0023015653378654,-0.0047046994373391,-0.2620004476745023,-0.1460658886404944,0.4845453097768988,-0.0653762869282283,0.2047312519088217,0.2812266836934112,0.1942664199626733,0.0275836768584705,0.1460467489211222,0.077380390692694,0.0565134544053396,-0.0301052835726084,0.0745590063762479,-0.0390444636827989,-0.0176424534463218,-0.0038374254641408,0.0287003509868278,0.012791065517911,-0.214394203606333,-0.0491533374422755,-0.0972308575639933,0.7172243590660835,0.0965232540804922,0.0525759878151667,0.0961518978035503,-0.1349421046411219,0.4404543110247609,0.2257932841021789,-0.0985989060676612,0.0387345511558047,-0.0508914952785829,-0.3844381902082362,42.5,42.5,-21.0,24.0
profile_0023,1,4,4,0,,25.621012572986466,3.552187733103895,-28.65919097804383,-3.3076991295433587,-43.213859033893016,-24.990898437980455,28.979851329348207,4.858009050762649,-19.888400783657268,97.0,0.7706248404470678,-0.0,0.0,0.7250417126459013,-0.0105890916768175,-0.0011256749935821,0.0021027769163672,0.1326569077359792,0.1530178429046961,-0.201083849308896,0.0231991344596762,0.0521742160529716,0.1393005931283623,0.0725480144553964,-0.0123250249129649,0.0419332002595904,0.0101543524224413,0.0202196137800518,0.3853417998229381,-0.1698824437711579,0.3038352574770169,0.0534755961998862,0.0290395231988097,-0.6338304652650809,0.2546317967996662,-0.0215528651416632,0.0063231828570927,0.0151244772433019,-0.2048924500630692,-0.0054313930901753,0.0148894770118825,-0.0175746622399288,0.2379374974291924,-0.4494517906579975,-0.2091432512531895,0.0914803960702528,-0.0216641977706127,0.0561027993528093,0.8826760576413651,52.25,17.25,3.75,78.0
profile_0416,1,4,4,0,,24.99453372199838,3.465330491096402,-26.5886680607137,-3.068729827981451,-43.74948712094648,-25.300656173654655,29.2648665490163,4.905787298518892,-19.998268212020815,96.0,0.0,-0.0,0.0219534678952606,-0.4583283142714517,-0.0578882333555681,-0.0020346220097055,0.0042962081927318,0.3767368078011399,0.2356706120211733,-0.3341580494412997,0.0423779168354094,0.3990163009690777,0.3296048549335314,0.1354675852536859,0.0478928489549142,0.1827674156737803,0.1328992718145894,0.064844585598572,0.4931177786945676,-0.2820657818798164,0.3525210444205361,0.0921763162702083,0.0373673549088738,-0.6711972526307808,0.2888852518579487,-0.1353427295189015,-0.0253841283366445,-0.0574312814172724,0.6340925955127817,0.0626067940955775,0.0355713447404419,0.0582856437649253,0.3411673151437487,-0.5907622052728972,-0.258973724702974,0.1407805606704567,-0.0575986534546917,0.0782485045277162,0.7482330735444221,52.25,45.25,-21.25,23.0
profile_0369,1,4,4,0,,17.6988997116838,2.453838007619031,-27.19223408291495,-3.13839037100887,-42.15121470845003,-24.376363263234467,30.089523885625496,5.044027925066489,-20.01688770155782,95.0,0.7706248404470678,-0.0,0.0,0.1788709309917383,0.0292371330892762,0.0023182892940038,-0.0036211827838614,-0.2373601347172464,-0.2070118079875252,0.3394530940390384,-0.0360282067194022,0.4437707870636195,0.4028296520043206,0.2241592966331957,0.0944116465681244,0.2328922878375749,0.1250514017449241,0.0725552923179804,0.2657624686909079,-0.1458204864814368,0.2257476479221936,0.0599963024306027,0.0218464746978313,-0.4751278135344113,0.1253538075807667,0.068557708598105,0.0259594879087722,0.055161767925132,-0.4088966732693987,-0.0494127137064207,-0.0313940309787486,-0.0433327424142714,0.1890220065405701,-0.6265029331336874,-0.1853837436399204,0.0877233256198014,-0.0378285867551377,0.0586563418116107,0.7745560526313638,60.5,27.0,3.0,76.5
profile_0277,1,4,4,0,,11.111100885828805,1.5404822957518378,-21.845351725476515,-2.521280204395331,-41.06836410317771,-23.750142645477517,27.557439511601267,4.619564436054483,-20.111376118066527,94.0,0.0,-0.0,0.0219534678952606,0.5884990172323605,0.0776531509370379,0.0015119158755294,-0.0043304615578865,-0.1082951811741993,-0.2344626052955119,0.5989080892570707,-0.0556956204932432,0.5352283102915576,0.3174893267976308,0.1490365471096061,0.0916078146232274,0.2313641968002412,0.2034556593405662,0.0644778810373661,-0.3084060260640971,0.2085363019531452,-0.2396006212062219,-0.0371735385421886,-0.0223568650856154,0.3280457256810265,-0.1976308532757879,0.16862640178708,0.0249463050769232,0.0558837157725009,-0.3529416186456965,-0.0571316632986245,-0.0385703332053818,-0.0428514608571238,-0.0175802396491504,0.3429716220231132,-0.0210590395320068,-0.0469135709845193,0.0089790128383457,-0.0125762398899776,0.0707100481859772,31.75,27.75,-18.75,28.000000000000004
profile_0068,1,4,4,0,,21.199075274650955,2.9391147180169246,-26.95408631413975,-3.110904557885816,-43.259494195862935,-25.01728959404677,30.241822234197684,5.0695583098628605,-20.1195211240528,93.0,0.7706248404470678,-0.0,0.0,-0.8679564005120739,-0.0987094932540537,-0.0014360158729908,0.0045964517639921,0.2840590592700733,0.2214364111839368,-0.6122149617525161,0.0387845544751669,0.3923000186649408,0.2845563553981968,0.2045893082136267,0.0985677691413123,0.2053517877730813,0.1444497066450303,0.0463230319774529,0.5150130523450585,-0.1969132987863763,0.2763955086853915,0.0698868921164992,0.0307873593382062,-0.4587807004697687,0.2845327039114078,-0.1114333833165984,-0.0072580770214599,-0.0275188690826891,0.3295089912334577,0.0310948929257679,0.0120391237153087,0.0340856106654163,0.1101039280154167,-0.2722690333906762,-0.1074505040388659,0.0573650578739568,-0.0453945622156811,0.040980634351026,0.6040658153550305,49.5,29.5,-13.0,44.0
profile_0481,1,4,4,0,,23.310480708605706,3.231847429526177,-23.583896420293623,-2.7219342555904387,-44.54272970394283,-25.75939430238311,30.363053444043576,5.089880785225935,-20.159600343221435,92.0,0.7706248404470678,-0.0,0.0,-0.0942144598353431,0.0574185135962454,0.0020272924571952,-0.0045579107286546,-0.3075196543865596,-0.2016417994029347,0.5422673733397815,-0.0552083616552424,0.1776899239281223,0.2202759705539885,0.1184140054788894,0.044721789463252,0.1293307112237492,0.0431914170392248,0.0761767476332399,0.3008191978085622,-0.2860463529950711,0.3294593558683428,0.0865555843316931,0.0318260552356758,-0.4417621636497471,0.2761750803333858,-0.0235192924696419,-0.0167735775045515,-0.0366928892894987,0.378665608952514,0.0280384415238286,0.0030858323658901,0.0323671364048669,-0.118738805840587,0.4661630669900919,0.0682146136235913,-0.0250485594690891,0.0322537578771577,-0.0328608886966054,-0.3270932539494107,51.25,-19.75,-16.25,32.5
profile_0258,1,4,4,0,,17.30651774551651,2.399436785070153,-31.43814099016415,-3.628431509713369,-41.45771142946706,-23.97530512126486,28.847523735291137,4.835826443878676,-20.3684734020294,91.0,0.0,-0.7925783083423354,0.0,1.08915556708201,-0.0380326570175914,-0.0012383387114346,0.0017725356525965,0.1531435679375833,-0.0173634568671177,-0.2405051305659751,0.0147331837194256,0.3782144821659871,0.3933349578993577,0.1766749461467078,0.1021631253255208,0.243397187440234,0.1728948073468623,0.0983316496905224,0.3185959958808216,-0.2532826821045605,0.2943177352173816,0.0889269161888322,0.0287647611341885,-0.3891581677946236,0.200322483556342,0.2580303762920036,0.0383752367750198,0.0857807206835124,-0.5818904825247118,-0.0816080870347451,-0.022240184110428,-0.1052358832618469,0.203439275339202,-0.3287464028662782,-0.1002535933734006,0.1406894801746882,-0.026279869243353,0.0476492754027569,0.484916264562319,31.0,9.0,-16.0,34.5
